What are Cushman and Wakefield known for ?,9
What body of water does the Danube River flow into ?,16
Who is the founder of Scientology ?,4
What does the six-footed Musca domestica become when it enters a house ?,14
What is the history of skateboarding ?,12
Who starred in Singing in the Rain and The Singing Nun ?,4
How do I make fuel bricks from recycled newspaper ?,0
What 19th-century painter died in the Marquesas Islands ?,4
The corpus callosum is in what part of the body ?,23
How do I log on to home page at Headquarters U.S. European Command ?,0
What country did the Nazis occupy for 1 ` CD NNS IN NNP NNP NNP .,19
What is Nebraska 's most valuable resource ?,14
How many species of the Great White shark are there ?,13
What is the origin of head lice ?,12
What is the nickname for the state of Mississippi ?,11
What was the first domesticated bird ?,2
How many villi are found in the small intestine ?,13
What country did King Wenceslas rule ?,19
What is a fear of shadows ?,24
Who were the five Marx brothers ?,4
In which year was New Zealand excluded from the ANZUS alliance ?,8
When did CNN begin broadcasting ?,8
What causes the body to shiver in cold temperatures ?,9
What are bear and bull markets ?,7
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,1
What is `` dew point '' ?,7
What is the meaning of Jesus ?,7
What company 's logo is a `` W '' in a circle ?,5
What is the definition of a cascade ?,7
When did Rococo painting and architecture flourish ?,8
What country 's national passenger rail system is called Via ?,19
Who invented Make-up ?,4
What is the origin of the word `` attic '' ?,12
What did Delilah do to Samson 's hair ?,12
What kind of animals were in the Paleozoic era ?,2
Which of the following was Rhodes Scholar ?,4
Who comprised the now-defunct comic book team known as the Champions ?,4
How do you make a paintball ?,0
What U.S. state is Fort Knox in ?,11
What is a female rabbit called ?,2
Where is the highest point in Japan ?,25
Where do chihuahuas come from ?,12
Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,16
What are the world 's four oceans ?,16
What 's the only work by Michelangelo that bears his signature ?,1
What is the largest snake in the world ?,2
In what medium is Stuart Hamblen considered to be the first singing cowboy ?,1
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,16
How much money does a back injury lawsuit get ?,26
What 's the common name for acetylsalicylic acid ?,21
What does the Georgetown `` Hoya '' mean ?,7
Where can I find a list of `` classic '' books 5th and 6th graders should read ?,16
Which two products use a tiger as their symbol ?,27
How is the election of a new Pope announced to the world ?,0
How long does it take for your blood to make one complete trip through the body ?,28
How do chickens have baby chicks ?,0
What is the historical relationship of Catholic Church and bingo ?,12
How was the element calcium named ?,0
What crooner joined The Andrews Sisters for Pistol Packin Mama ?,4
What piano company claims its product is the `` Instrument of the immortals '' ?,5
When did the Bounty mutiny take place ?,8
What novel inspired the movie BladeRunner ?,1
What is a transistor ?,7
What is a film starring Jude Law ?,1
What Hollywood dog died in the arms of Jean Harlow in 1932 ?,2
What are the most common elements in the Earth 's crust ?,29
How much would it cost to purchase a 2-foot-square party tent ` with sides ` ?,26
What actress has received the most Oscar nominations ?,4
What are equity securities ?,7
What is gymnophobia ?,7
How many years do fossils take to form ?,13
Where is the Orinoco ?,16
What was the name of the `` Little Rascals '' dog ?,2
What city boasts Penn 's Landing ` on the banks of the Delaware river ?,22
What Broadway musical was inspired by Cervantes 's Don Quixote ?,1
What is the origin of the word ` JJ .,12
How many hostages were killed in the Entebbe raid ?,13
How you can raise your IQ ?,0
What does INRI stand for when used on Jesus ' cross ?,3
Who produces Spumante ?,5
Who earns their money the hard way ?,4
Who founded the People 's Temple Commune ?,4
What athlete makes the most money from sports merchandise sales ?,4
How many bends are there in a standard paper clip ?,13
Who discovered electricity ?,4
What part of your body contains the corpus callosum ?,23
Who was the first American in space ?,4
What two South American countries do n't border Brazil ?,19
What album put The Beatles on the cover of Time in 1967 ?,1
What poem contains the line ` `` grow old with me the best is yet to be '' .,1
What is a dental root canal ?,7
What war did the Wanna-Go-Home Riots occur after ?,10
What is the busiest air travel season ?,8
What 's the colored part of the eye called ?,23
What are hook worms ?,7
Where is the Rose Bowl played ?,16
Which Japanese car maker had its biggest percentage of sale in the domestic market ?,5
Who is the mayor of Marbella ?,4
What sun-blasted ` 14-mile wide valley is just north of the Mojave desert ?,16
In what year did Thatcher become prime minister ?,8
How many months does it take the moon to revolve around the Earth ?,13
Where are the 49 steps ?,16
In what year was De Gaulle elected president of France ?,8
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,4
Who directed `` Jaws '' ?,4
On what T.V. show could Tom Terrific be found ?,1
What Indian tribe is F Troop perpetually doing battle with ?,5
Where did Indian Pudding come from ?,12
Why do some clothing labels say `` Use a nonchlorine bleach '' ?,9
How many colonies were involved in the American Revolution ?,13
What is the name of the city that Maurizio Pellegrin lives in ?,22
Where can I find pictorial directions on how to build a very simple treehouse ?,16
What game 's board shows the territories of Irkutsk ` Yakutsk and Kamchatka ?,30
What is the name of the managing director of Apricot Computer ?,4
What is the occupation of Nicholas Cage ?,6
Why do horseshoes bring luck ?,9
What is the 401 ` K ` plan ?,7
What causes pneumonia ?,9
What are the three winter months in the southern hemisphere ?,8
What does gringo mean ?,7
What country contains Africa 's northernmost point ?,19
What therapy attempts to elicit the `` primal scream '' ?,24
Where is the Kalahari desert ?,16
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,5
What city is sometimes called Gotham ?,22
What dangles over the tongue from the palate ?,23
Who created Dennis the Menace ?,4
What dummy received an honorary degree from Northwestern University ?,4
When was the first Wall Street Journal published ?,8
What countries have the largest areas of forest ?,19
How do I start a web based business ?,0
Name Alvin 's brothers,4
What is Eagle 's syndrome styloid process ?,7
How did Jayne Mansfield die ?,0
When did the royal wedding of Prince Andrew and Fergie take place ?,8
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,4
What explorer was nicknamed Iberia 's Pilot ?,4
CNN began broadcasting in what year ?,8
What is a ball that hits the foul pole called ?,21
What makes hamburgers taste like steakburgers ?,9
Which company created the Internet browser Mosaic ?,5
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,10
What was the education system in the 1960 's ?,14
What South American city has the world 's highest commercial landing field ?,22
How can I find out which cities have cable-modem access ?,0
What is Betsy Ross famous for ?,9
How many species of sharks are there ?,13
What is `` snoogans '' ?,7
How many people are there in the world ?,13
What shrubs can be planted that will be safe from deer ?,31
What organization 's offices were broken into at Watergate in 1972 ?,5
What is the design of the ship Titanic ?,12
What does S.O.S. stand for ?,3
Name a technique widely used to detect birth defects ?,32
What is the daily requirement of folic acid for an expectant mother ?,12
What is the `` 7-minute cigarette '' ?,7
What four forms does gold occur in ?,14
What is the acreage of the Chappellet vineyard ?,33
How do you correctly say the word ` qigong ' ?,0
When did beethoven die ?,8
How much does a new railroad coal car cost ?,26
What two European countries entered the War of American Independence against the British ?,19
What is the filmmakers collabrative ?,7
What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,4
What caused Harry Houdini 's death ?,9
Who was the mother of the man who would not be king ` the duke of Windsor ?,4
How many revolutions does a standard LP make in three minutes ?,13
What is the name of the tallest mountain in the world ?,25
Where can I find a review of Nightmare on Elm Street in a film journal ?,16
What 's the slowest Olympic swimming stroke ?,32
What was the name of the first Russian astronaut to do a spacewalk ?,4
What disease is transmitted by the Anopheles mosquito ?,24
What rum is so `` mixable '' it is a one-brand bar ?,18
How many South American countries have the letter Z in their names ?,13
What is the contents of proposition 98 ?,7
Where was George Washington born ?,16
How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie ` Scotland ` December 21 ` CD .,13
Who wrote NN DT NNP NNP '' ?,4
What is paracetamol ?,7
What are the powers and weaknesses of Green Lantern 's ring ?,12
Which mosquito 's bite draws blood ` DT NN CC DT NN .,2
When was the first steel mill in the United States built ?,8
What diminutive American female gymnast stole the show at the 1984 Olympics ?,4
What is the origin of the name Katie ?,12
What schools in the Washington ` DC NN NN VBP NN NN NN NN .,5
When did the Berlin Wall go up ?,8
Who is Terrence Malick ?,34
What instrument is Ray Charles best known for playing ?,35
What 's the meaning of the Latin battle cry : Ad arma ` ad arma .,7
What is the mascot for Notre Dame University ?,14
What Las Vegas hotel burned in November ` 1980 ` with the loss of 84 lives ?,16
When did Mount St. Helen last have a significant eruption ?,8
CNN is the abbreviation for what ?,3
When did World War I start ?,8
How many feet are there in a fathom ?,13
What is a Canada two-penny black ?,7
What European city do Nicois live in ?,22
How can I find out what year a Beanie Baby was introduced ?,0
What is the classic definition of tragic hero ?,7
To what does Microsoft 's Windows 3 owe its success ?,14
Who was President of Afghanistan in 1994 ?,4
What are other ways of getting stretch marks besides pregnancy ` weight loss ` and weight lifting ?,32
What did brontosauruses eat ?,18
What color bottles do good Rhine wines come in ?,20
Who was the lead actress in the movie ` Sleepless in Seattle ' ?,4
Who was the 16th President of the United States ?,4
Who are the two sons of Ozzie and Harriet Nelson ?,4
What is molybdenum ?,7
When is Boxing Day ?,8
What is the lowest level of the American judiciary ?,14
When was the battle of the Somme fought ?,8
How many people did Randy Craft kill ?,13
What 's the official animal of Canada ?,2
When did Spielberg direct `` Jaws '' ?,8
What is the size of the largest akita ?,33
What animal has the biggest eyes ?,2
What is California 's capital ?,22
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,4
Who was the founding member of the Pink Floyd band ?,4
What European country is home to the beer-producing city of Budweis ?,19
How do I find the balance of my social security account ?,0
What is the history of Valentine 's Day cards ?,12
Where was Christopher Columbus born ?,16
What do Italians call Florence ?,21
How do you get to the top of the Eiffel Tower ?,0
What does ` PSI ' stand for ?,3
What sea did the Romans call mare nostrum ?,16
What 's the term for a bet before cards are dealt ?,21
Which came first ` according to Genesis 1 : 2 : 22 - the chicken or the egg ?,2
What city did the Flintstones live in ?,22
What is Latin for incompetent ?,21
What chemicals are used in lethal injection ?,24
What toy company is the world 's No.1 maker of female apparel ?,5
What board game does a `` wood-pusher '' play poorly ?,30
Which Doonesbury character was likely to turn into a werewolf ?,4
What is the abbreviation for micro ?,36
What are the 7 articles of the constitution ?,14
Who has won the most Super Bowls ?,5
What does NASDAQ stand for ?,3
What is BPH ?,3
What is the fastest commercial automobile that can be bought in the US ?,14
What stadium do the Miami Dolphins play their home games in ?,16
Who has the only speaking role in `` Silent Movie '' ?,4
Why is poop sometimes different colors ?,9
What was Einstein 's IQ ?,37
What day was Pearl Harbor attacked in 1942 ?,8
What girl 's name is `` Teddy '' an affectionate form of ?,4
What state is John F. Kennedy buried in ?,11
What is the best way to remove wallpaper ?,32
What U.S. state has an element named for it ?,11
What company tabulates the ballots in voting for the Academy Awards ?,5
How did the tradition of best man start ?,0
How many years ago did the ship Titanic sink ?,13
What is the deepest area of the Arctic Ocean ?,16
What are Halloween 's colors ?,20
How is silk screening done ?,0
What is the latitude and longitude of El Paso ` Texas ?,37
Who made a boat out of gopher wood ?,4
Where can I find a `` Fifth Element '' screensaver ?,16
Which Bloom County resident wreaks havoc with a computer ?,4
How do you match a name to a social security number ?,0
How does a rainbow form ?,0
What is the normal resting heart rate of a healthy adult ?,37
What is the population of Ohio ?,37
How many calories are there in a Big Mac ?,13
Hazmat stands for what ?,7
What creature scares people in the film `` Jaws '' ?,2
What part did John Peter Zenger play in the deveopment of the newspaper in America ?,4
Who followed Caesar ?,4
What are the four elements ?,29
Who was the first woman golfer to earn a million ?,4
What 's the tallest piece on a chessboard ?,14
What is Answers.com 's address ?,16
Where can I buy movies on videotape online ?,16
Who does the advertizing for Frito-Lay ?,4
Who is the leading competitor of Trans Union Company ?,5
What product did Robert Conrad dare people to knock off his shoulder ?,27
Who invented the radio ?,4
What 's the American dollar equivalent for 8 pounds in the U.K. ?,13
What are the different approaches of systems analysis ?,32
How do doctors diagnose bone cancer ?,0
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,4
What is the speed of the Mississippi River ?,38
What are the developmental stages of a swimmer ?,14
What actor first portrayed James Bond ?,4
What ocean is the largest in the world ?,16
Who was the first American poet to win the Nobel Prize for literature ` in 1948 ?,4
What year did Jack Nicklaus join the Professional Golfers Association tour ?,8
How many sonnets did Shakespeare write ?,13
What causes the redness in your cheeks when you blush ?,9
Who won the Nobel Peace Prize in 1991 ?,4
Who are the Challengers of the Unknown ?,5
Define the Pheonix Club ?,7
Which city did Christian Crusaders fight to recapture from the Muslims ?,22
What does it mean `` Rupee Depreciates '' ?,7
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,14
Who was the first coach of the Cleveland Browns ?,4
How successful is arometherapy ?,0
What Jewish holiday saw the start of the 1973 Mideast War ?,10
How does a copier work ?,0
What is the speed of the Mississippi River ?,38
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,4
What is Dudley Do-Right 's horse 's name ?,2
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,4
Where does chocolate come from ?,16
What TV game show once saw a contestant admit to picking his toes in the shower ?,1
What Soviet leader owned a Rolls-Royce ?,4
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,16
What war did Florence Nightingale tend the troops in ?,10
Who wrote the song ` `` Stardust '' ?,4
How many Beatles ' records went #1 ?,13
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,4
What is the abbreviation of the company name ` General Motors ' ?,36
What mountains lie between the Arkansas and Missouri rivers ?,25
Who received the Will Rogers Award in 1989 ?,4
What is the function of RAM ?,9
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,16
How many equal angles are there in an isosceles triangle ?,13
What is the fear of cockroaches called ?,24
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,1
What is the use of a 24-hour clock instead of a 12-hour clock ?,12
What was the name of the lawyer who represented Randy Craft ?,4
What United States President had dreamed that he was assassinated ?,4
What film did Lee Marvin win the 1965 best actor Oscar for ?,1
Where is Basque country located ?,16
What product does `` Mrs. Olsen '' promote ?,27
What time of day did Emperor Hirohito die ?,8
What is dry ice ?,7
What 's the most powerful card in Euchre ?,14
What does `` intractable plantar keratoma '' mean ?,7
How many years did it take James Joyce to write Ulysses ?,13
What crop failure caused the Irish Famine ?,18
What South Korean city is served by Kimpo International Airport ?,22
How many types of dogs ' tails are there - three,13
What is the longest-running television series ?,1
What predators exist on Antarctica ?,2
What is the difference between a generator and an alternator ?,12
How is energy created ?,0
What beer advertised that it had `` three rings '' ?,18
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,37
What golfing accessory was patented by George Grant on December 12,32
What are the different types of plastic ?,14
How is it correct to say ` qigong ' ?,0
What was the highest mountain on earth before Mount Everest was discovered ?,25
Where was the Ligurian Republic ` 1797-185 ` ?,16
What country 's people are the top television watchers ?,19
When was the women 's suffrage amendment ratified ?,8
What Polynesian people inhabit New Zealand ?,5
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,1
What Nevada center has been dubbed The Biggest Little City in the World ?,22
What President lived at 219 North Delaware Street ` Independence ` Missouri ?,4
Give a reason for American Indians oftentimes dropping out of school .,9
Where must a soccer goalie stand to be permitted to handle the ball ?,16
What is the difference between classical conditioning and operant conditioning ?,12
In what U.S. state was the first woman governor elected ?,11
What are some interesting facts and information about dogsledding ?,12
What year did Hitler die ?,8
What famous model was married to Billy Joel ?,4
What kind of animal is Babar ?,2
What is Jane Goodall known for ?,9
What killed Bob Marley ?,14
How much money are Dumbo 's ears insured for ?,26
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,4
Who is Stein Eriksen ?,34
What does the name Billie mean ?,7
Who is the fastest swimmer in the world ?,4
What is the highest peak in Africa ?,25
Where is Procter & Gamble headquartered in the U.S. ?,16
What desert has been called The Garden of Allah ?,16
What do bicornate animals have two of ?,14
What function does a community 's water tower serve ?,9
What is a fear of weakness ?,24
How many miles is it to Ohio from North Carolina ?,13
How much snow equals an inch of rain ?,13
What does G.M.T. stand for ?,3
What does Inuit and Eskimo mean ?,7
What song served as the closing theme of The Johnny Cash Show ?,1
What field sport did dentist William Beers promote and write a standard book of rules for ?,30
How do I tie dye clothes ?,0
When does the average teenager first have intercourse ?,8
Why doesn 't www.answers.com have any answers to my questions ?,9
What actor 's autobiography is titled All My Yesterdays ?,4
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,4
Where 's the 19th hole on a golf course ?,16
What 's nature 's purpose for tornadoes ?,9
Who played the original Charlie 's Angels ?,4
Where can I find a person 's address from a telephone number ?,16
What English word comes from the Old French covrefeu ` meaning cover fire ?,39
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,35
Where did Sarge Steel get his metal hand ?,16
What makes popcorn pop ?,9
Who wrote The Night of the Iguana ?,4
Where does your hair grow the fastest ?,23
What country did King Gustav V reign over from 197 to 195 ?,19
Who painted Mother and Child ?,4
What is the speed of the Mississippi River ?,38
In what area of the world was the Six Day War fought ?,16
What is the brightest star visible from Earth ?,16
What film marked Robert Redford 's directorial debut ?,1
What was Mao 's second name ?,4
What film or films has Jude Law appeared in ?,1
Where do hyenas live ?,16
Who is the `` Queen Mother '' ?,34
What 's the most commonly-spoken language in Belgium ?,40
Who has more DNA - a man or a woman ?,4
What are Maid-Rites ?,7
What children 's tale contains the line : `` Come ` Cinderslut ` and hold this skein of wool for me '' ?,1
What level of government or governmental agency is responsible for dealing with racism ?,5
How many referees work a soccer game ?,13
What cocktail do you concoct with whisky and sweet vermouth ?,18
How do you say `` fresh '' in Spanish ?,21
What do bee hives do in cranberry bogs ?,12
What caused the Lynmouth floods ?,9
When is the Tulip Festival in Michigan ?,8
Who came up with the name ` El Nino ?,4
What movie did Madilyn Kahn star in with Gene Wilder ?,1
What type of bridge is the Golden Gate Bridge ?,14
What dictator has the nickname `` El Maximo '' ?,4
What stereo manufacturer is `` Slightly ahead of its time '' ?,5
What U.S. city is The Queen of the Pacific ?,22
What TV sitcom character had the maiden name Ethel Potter ?,4
What was the first Lifesaver flavor ?,18
Who kept the most famous diary in the English language ?,4
Where can I find out the top 1 singles ?,16
How many degrees cooler is the inside of a cucumber than the air outside ?,13
What Spanish artist painted Crucifixion ?,4
What is the Jewish bible called ?,1
Why is the grass green ?,9
What is a firewall ?,7
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,4
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,5
How long does it take for Spider-Man 's web to evaporate ?,28
Who was Randy Steven Craft 's lawyer ?,4
What was known as the Spice Island ?,16
Who was the first host of Person to Person ?,4
Name the Ranger who was always after Yogi Bear .,4
What deck of cards includes the Wheel of Fortune ` the Lovers ` and Death ?,14
What does the Statue of Liberty wear on her feet ?,14
Who is the superstar in rent-a-cars ?,4
McCarren Airport is located in what city ?,22
What household facility contains a float ball ` ballcock ` and overflow tube ?,14
What was the name of Betty Boop 's dog ?,2
What fraction of a beaver 's life is spent swimming ?,41
What was the Bridge of San Luis Rey made of ?,29
What do economists do ?,12
What country has the largest sheep population ?,19
What do I need to do to take my dog with me to live in Dominica ` West Indies for a year ?,12
What country is the world 's largest importer of cognac ?,19
How many years is Johnnie Walker Black Label aged ?,13
What does SIDS stand for ?,3
What is Grenada 's main commodity export ?,14
How much would a black-and-white 1-cent stamp be worth ` Thomas Jefferson on it ` ?,26
What makes a clitoris sensitive ?,9
What country has the most time zones ` with 11 ?,19
What `` magic '' does Mandrake employ ?,14
Who is the president of Stanford University ?,4
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,4
What was introduced commercially by Bayer A.G. of Leverkusen ` in 1899 ?,14
What city is Logan Airport in ?,22
What is a nanometer ?,7
How many innings are there in a regulation softball game ?,13
When did CNN go on the air ?,8
What is the largest city on the Great Lakes ?,22
What is the telephone number for the University of Kentucky ?,42
Who invented baseball ?,4
How many wives did Brigham Young have ?,13
What product on the market is good for hiding facial scars ?,27
How long is the Coney Island boardwalk ?,43
What city gained renown for its pea-soup fogs ?,22
What does `` Janelle '' mean ?,7
How do I get another city 's newspaper ?,0
Name a movie about the Sioux Indians starring Kevin Costner .,1
Who was shot in the back during a Poker game in Deadwood ` the Dakota territory ?,4
What are the distinct physical characterstics of the Arabian horse ?,12
What is a fear of thunder ?,24
What animal has killed the most people ?,2
How many colleges are in Wyoming ?,13
What Russian seaport has a name meaning `` Lord of the East '' ?,22
Where can stocks be traded on-line ?,16
When was the Battle of Hastings ?,8
What kind of file has the extension .dbf ?,14
When did Muhammad live ?,8
What then-derogatory term was applied to the painters Monet ` Sisley ` Pissarro ` Renoir and Degas ?,21
What is a wop ?,7
Where do rocks come from ?,12
How do I stop background noise in a car stereo ?,0
Where do people mountain climb in Nepal ?,25
What is the best college in the country ?,5
What is viscosity ?,7
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,1
What are the Nordic nations ?,19
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,16
What U.S. state borders Illinois to the north ?,11
Name a film in which Jude Law acted .,1
What is the temperature for baking Peachy Oat Muffins ?,44
What is a fear of bees ?,24
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,1
What is a green bog ?,7
Where did the myth of Santa Claus originate ?,16
What does a chairbound basophobic fear ?,14
What city is served by Logan International Airport ?,22
What wrestling star became `` The Incredible Hulk '' ?,4
What attracts tourists to Reims ?,16
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,30
What fastener did Whitcomb Judson patent in 1893 ?,14
What 's an auberge in France ?,7
Who was the star of the 1965 Broadway hit Golden Boy ?,4
Where is Procter & Gamble based in the U.S. ?,16
What army was founded by William Booth and his wife Catherine ?,5
What does ribavirin consist of ?,29
Name the soft drink that is `` number one in the sun . '',18
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,16
What was her real name ?,4
Why are the ears your center of balance ?,9
Who invented the toothbrush ?,4
What was the name of that popular song the Creeps sang ?,1
Where is the Abominable Snowman said to wander ?,16
What is a fear of being alone ?,24
How many dots make up the symbol for `` because '' ?,13
What do you get by adding Lactobacillus bulgaricus to milk ?,18
When reading classified ads ` what does EENTY : other stand for ?,3
How many hearts does an octopus have ?,13
What plant has the largest seed ?,31
What was the only country you were allowed to drive into Israel from in 1979 ?,19
What 's approaching when a cyclist shouts : `` Oil '' ?,14
What baseball star turned down a $1 ` 000-a-year contract because he felt he had n't earned it ?,4
What kind of sport is often associated with hooligans ?,30
What video game hero do some of his fans call Chomper ?,4
How many holes are there in a tenpin bowling ball ?,13
What is the longest word in the English language ?,39
In What city or state do the most gay men live in ?,16
What TV comediennes 's characters include former movie star Nora Desmond ` secretary Mrs. Wiggins and a housewife named Eunice ?,4
What is `` the bear of beers '' ?,2
Name the operating system that runs on IBM-compatible machines .,14
What does the name `` Justin '' mean ?,7
What percentage of the body is muscle ?,41
What color of dry wine should be served with veal roasts and chops ?,20
What is a golf ball made of ?,29
What is the Amish religion ?,7
What does an average daycare provider get paid in New England ?,26
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,5
Who played the Ringo Kid in the 1939 film Stagecoach ?,4
Who died 1 feet from where John F. Kennedy did ?,4
What is the `` coppertop '' battery ?,7
What sign is The Water Carrier the zodiacal symbol for ?,45
What animals do you find in the stock market ?,2
What is color ?,7
When is the site www.questions.com going to open ?,8
What did Shostakovich write for Rostropovich ?,1
What first name was Nipsy Russell given at birth ?,4
How can I get some free technical information on Electric Vehicle ?,0
Who is the youngest of the Beatles ?,4
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,0
What is a Jellicle Cat ?,7
Where can I find the best free evidence for debate about Russia ?,16
What is Bill Gates of Microsoft E-mail address ?,16
What is the second hardest substance ?,29
Why did several San Diego schools stop serving apples to students ?,9
What Russian city boasts the Hermitage Museum ?,22
When is Bastille Day ?,8
What makes a tornado turn ?,9
How many shots can a stock M16 hold ?,13
What two colors are you blind to if you suffer from protanopia ?,20
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,9
Who is Coronado ?,34
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,1
What is artificial intelligence ?,7
What do flatfish eat ?,18
Who was the first Holy Roman Emperor ?,4
What can I use to remove the stubborn gummed labels from some diskettes ?,14
What day of the week sees the most fatal car accidents ?,8
What is the origin of the word ` magic ?,12
What sport do you shag flies in ?,30
What is white chocolate ?,7
Where is Trinidad ?,16
Name the organization that is presided by a Security Council .,5
Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked ` baby ! '' ?,4
What kind of wine is Spumante ?,18
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,4
How do you say I love you in Spanish ?,21
What does the name Gina mean ?,7
What is the most advanced handheld calculator in the world ?,27
How fast is light ?,38
What is the belt of low pressure around the equator called ?,21
What are shooting stars ?,7
Whom did the Chicago Bulls beat in the 1993 championship ?,5
When was the first American encyclopedia published ?,8
What 's the tallest building in New York City ?,16
How is Easter Sunday 's date determined ?,0
What is the Motto for the State of Maryland ?,12
Who is Desmond Tutu ?,34
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,16
Name a tiger that is extinct .,2
How many quarters equal a pound ?,13
What kind of books does Fodor 's publish ?,1
What are the first names of Rowan and Martin ` the stars of TV 's Laugh-In ?,4
What chapter of the Bible has the most verses ?,46
Who is the worst US President ever ?,4
What Asian leader was known as The Little Brown Saint ?,4
What is the abbreviated expression for the National Bureau of Investigation ?,36
